title,company,text,label
Product Manager,NovaBridge Corp.,"As a Product Manager you will collaborate with cross-functional teams to deliver high-quality products. Responsibilities include designing, developing, and maintaining scalable systems. Competitive salary and comprehensive benefits package including 401(k) and health insurance. You will report to the VP of Engineering and lead a team of 5. Salary: $90,000 - $130,000 per year.",0
Crypto Trading Assistant,CashFlow Systems,"Earn $100 per day doing simple online surveys!!! Visit http://amazn-careers.tk/apply to get started Work from home, be your own boss, achieve financial freedom! Easy money – reshipping packages from our warehouse.",1
Technical Writer,BlueWave Systems,"We offer flexible work arrangements, PTO, and professional development stipends. Requirements: bachelor's degree in a related field, strong Java skills. Competitive salary and comprehensive benefits package including 401(k) and health insurance. Responsibilities include designing, developing, and maintaining scalable systems.",0
Marketing Coordinator,Skyline Technologies,"We are looking for a motivated Marketing Coordinator to join our growing team in Toronto, Canada. Competitive salary and comprehensive benefits package including 401(k) and health insurance. Skyline Technologies is hiring a Marketing Coordinator. Minimum 3 years of experience required. Salary: Competitive salary based on experience.",0
QA Engineer,NovaBridge Corp.,"We offer flexible work arrangements, PTO, and professional development stipends. We are looking for a motivated QA Engineer to join our growing team in Denver, CO. Salary: $45/hour.",0
Financial Freedom Coach,EliteCommission Corp.,Easy money – reshipping packages from our warehouse. Make money fast – earn $5000/week from home!!! URGENT HIRING – We need 50 people TODAY! Training fee: $99 – fully refundable after first paycheck. Earn $100 per day doing simple online surveys!!! This is a limited time offer – APPLY NOW!,1
Accountant,Stellar Analytics,"Responsibilities include designing, developing, and maintaining scalable systems. We are looking for a motivated Accountant to join our growing team in New York, NY. As a Accountant you will collaborate with cross-functional teams to deliver high-quality products. Salary: $90,000 - $130,000 per year.",0
Customer Success Manager,Stellar Analytics,"As a Customer Success Manager you will collaborate with cross-functional teams to deliver high-quality products. Competitive salary and comprehensive benefits package including 401(k) and health insurance. Responsibilities include designing, developing, and maintaining scalable systems. We are looking for a motivated Customer Success Manager to join our growing team in Boston, MA. Requirements: bachelor's degree in a related field, strong SQL skills. Salary: $65,000 - $85,000/year.",0
Technical Writer,ClearPath Inc.,"You will report to the VP of Engineering and lead a team of 5. Requirements: bachelor's degree in a related field, strong Python skills. Competitive salary and comprehensive benefits package including 401(k) and health insurance. Salary: $45/hour.",0
Backend Developer,BlueWave Systems,We are looking for a motivated Backend Developer to join our growing team in Remote. Competitive salary and comprehensive benefits package including 401(k) and health insurance.,0
QA Engineer,TechNova Ltd.,"You will report to the VP of Engineering and lead a team of 5. As a QA Engineer you will collaborate with cross-functional teams to deliver high-quality products. TechNova Ltd. is hiring a QA Engineer. Minimum 3 years of experience required. Competitive salary and comprehensive benefits package including 401(k) and health insurance. Responsibilities include designing, developing, and maintaining scalable systems. Salary: $90,000 - $130,000 per year.",0
Social Media Evaluator $$,,Binary option trading assistant – earn commission on every trade! 100% FREE to join – no investment required (processing fee applies). No experience needed!!! Start earning from day one! Make money fast – earn $5000/week from home!!! We require a small registration fee of $49.99 to process your application. Multi level marketing opportunity – build your downline! Salary: Unlimited earning potential.,1
Personal Assistant to CEO,CashFlow Systems,We require a small registration fee of $49.99 to process your application. Binary option trading assistant – earn commission on every trade! Click here to apply: http://j0bs-apply.xyz/start URGENT HIRING – We need 50 people TODAY! Earn $100 per day doing simple online surveys!!! Salary: $200k+ guaranteed.,1
Marketing Coordinator,Acme Inc.,"Acme Inc. is hiring a Marketing Coordinator. Minimum 3 years of experience required. Competitive salary and comprehensive benefits package including 401(k) and health insurance. You will report to the VP of Engineering and lead a team of 5. We offer flexible work arrangements, PTO, and professional development stipends. Salary: $45/hour.",0
Financial Analyst,Acme Inc.,"Requirements: bachelor's degree in a related field, strong Java skills. Responsibilities include designing, developing, and maintaining scalable systems. We offer flexible work arrangements, PTO, and professional development stipends. Salary: $90,000 - $130,000 per year.",0
Survey Taker – Earn $$$,,"Earn $100 per day doing simple online surveys!!! Work from home, be your own boss, achieve financial freedom! Contact our hiring manager on Telegram @quickhire. Salary: $200k+ guaranteed.",1
HR Specialist,NovaBridge Corp.,"We offer flexible work arrangements, PTO, and professional development stipends. We are looking for a motivated HR Specialist to join our growing team in San Francisco, CA. Competitive salary and comprehensive benefits package including 401(k) and health insurance. Responsibilities include designing, developing, and maintaining scalable systems. NovaBridge Corp. is hiring a HR Specialist. Minimum 3 years of experience required. Salary: $70K – $110K annually.",0
Easy Online Income!,EliteCommission Corp.,"100% FREE to join – no investment required (processing fee applies). No experience needed!!! Start earning from day one! Earn $100 per day doing simple online surveys!!! Contact our hiring manager on Telegram @quickhire. Salary: $5,000/week.",1
Software Engineer,HealthPlus Corp.,"Requirements: bachelor's degree in a related field, strong project management skills. HealthPlus Corp. is hiring a Software Engineer. Minimum 3 years of experience required. Salary: $65,000 - $85,000/year.",0
Teacher,Stellar Analytics,"Competitive salary and comprehensive benefits package including 401(k) and health insurance. Responsibilities include designing, developing, and maintaining scalable systems.",0
Technical Writer,BlueWave Systems,"Competitive salary and comprehensive benefits package including 401(k) and health insurance. Responsibilities include designing, developing, and maintaining scalable systems. Salary: $65,000 - $85,000/year.",0
